Asin,UserName,Rating,Subject,ReviewDate,Review,feedback
B008IFXQFU,Jagadeeswaran,5,Works well without a hitch,Reviewed in India on 13 April 2019,"I bought the high gain TP-Link TL-WN722N 150Mbps adapter and its working well, the speed is high and it works even though the computer and the wifi router are in two separate rooms with many walls between them. If you remove the antenna though, it does not detect any signal so I always keep the antenna on, hope this helps",1
B008IFXQFU,Vijay,5,Great product,Reviewed in India on 29 October 2019,Been using this in my desktop pc for almost a year now. Not a single problem till now. Tp link has always been a name you can trust blindly. These days pc's have inbuilt wifi support but if you are not in mood to upgrade your desktop this one is a must for you. Cheers,1
B008IFXQFU,J Jamwal,5,Working well with a few issues with linux,Reviewed in India on 3 February 2019,I have been using this for a few months and it is working well. It is a bit difficult to use on non-windows platforms but works reliably once configured properly,1
B008IFXQFU,Prashant,5,Good product.,Reviewed in India on 24 August 2020,Good product but prices is it high.,1
B008IFXQFU,Ritesh Jindal,1,Did not work.. Twice!!!,Reviewed in India on 13 July 2020,"Ordered the item for the first time. Got it replaced with the same one, yet received a non-working product. Gave up finally for alternate product",0
B008IFXQFU,Arpit Garg,2,Weak wifi signal. Rs 50 Cashback not credited,Reviewed in India on 13 July 2020,Average device... but Rs 50 Cashback not credited to my Amazon pay account (payment via Amazon upi).Amazon told us the offer is from seller end...,0
B008IFXQFU,Saurabh,5,Awesome device.. don't Think again... Buy It,Reviewed in India on 28 December 2016,"Its been 5 days of usage and i am completely satisfied with its performance. Link speed is too good.But my only problem is that when i install the utility it doesn't work means the Hotspot is not working with the utility as it shows some kind of SoftAP error. I tried to fix it but in vain. But no worries Windows 10 comes with pre-build Mobile Hotspot so I Removed the Utility and only installed the driver.Overall, its way to good. got it only for Rs.369",1
B008IFXQFU,Amazon Customer,1,WORST PRODUCT,Reviewed in India on 28 August 2019,"After one month of use , no signals, the device did not respond in any system.  Tried to install it again  but the dongle  was invisible. So couldnt  reinstall it.",0
B008IFXQFU,Samson Praneeth,5,BEST USB ADAPTER,Reviewed in India on 17 August 2016,One of the best Wireless USB Adapters in the market right now. Great functioning and good to have it on my PC because it doesnt look like a extra Segment to my PC. It's very compact and good to have on my PC.Highly recommend it for Wireless USB Adapter users..,1
B008IFXQFU,Nishikant Sinha,4,Works as expected,Reviewed in India on 24 July 2019,Received the product today. Got this delivered in 15 hours.Easy to install and setup. I tried connecting to my broadband as well as mobile network and works fine with both. Takes a few seconds in connecting and we are good to go. Nice product and a perfect replacement for the inbuilt Laptop Wi-Fi adapter.,1
B008IFXQFU,pallabg,5,A very good product,Reviewed in India on 10 August 2017,"A very good product. I am using it on my desktop to connect it to a wireless network (e.g. mobile phone hotspot, Jio, or any other Wi Fi). The installation was very easy.",1
B008IFXQFU,Ren,2,product is very good for PC,Reviewed in India on 25 August 2016,"product is very good for PC, but not for raspberry pi...i was using this for raspberry pi 2 and did'nt recognise it in ""iwconfig""...pure waste for raspberry pi....this is because this adapter is very power hungry...so we need to provide extra power to work this thing...",0
B008IFXQFU,Deepak,4,Lan to wifi,Reviewed in India on 30 August 2019,"Works great only for single device if use as a wifi router to connect mobiles with computer. It can connect more than one device, I am using it for only two device and I am not satisfied with its performance. I have to disconnect 1 device in order to get desired internet speed.",1
B008IFXQFU,Nakhul,5,No issues ..WORKS GREAT,Reviewed in India on 10 July 2017,"Working great ... Only issue was with the inbuilt software which gets corrupted every now and then without any reason, works fine otherwise. I'm using it directly with windows 8 inbuilt Wi-Fi enable and without the software . Couldn't check the internet exchange speeds between my jio  net and pc, as mine is an old PC which is slow as it is.",1
B008IFXQFU,Yash Aggarwal,5,The only reason i bought it is for packet sniffing,Reviewed in India on 20 July 2019,if all you want is to surf the net than there are cheaper options available with similar specs but if you want packet sniffing this is one of the cheapest available,1
B008IFXQFU,Rs Mahecha,5,Best For Low Internet speed,Reviewed in India on 6 August 2020,"well, I,m on Jio and don,t want to connect my phone to PC every-time i use PCso its the best option i goteven 150 mbps is too much for mesorry jio 400 kbps any day",1
B008IFXQFU,jayraj,5,Good Product,Reviewed in India on 18 August 2020,"Very easy to install, I have added this to desktop without LAN cable cost and other things it solved my problem.",1
B008IFXQFU,Ruben Debbarma,5,Superb product,Reviewed in India on 9 November 2018,Superb product with low prices you can never find in market accept Amazin you can trust.Quality of product is astonishing and durable.It get signals upto 15 feet great for desktop to use Data connection from smartphone.Absolutely reccomend to use these product in home base Network environment.,1
B008IFXQFU,Lourembam R.,3,Good buy from tp-link,Reviewed in India on 8 October 2019,"A quality product from tp-link, I bought 'TL-WN823N' for Rs. 499/-. 'TL-WN823N' won't regret me in the future. 'TL-WN823N' has 3 year warranty & it is compatible with Windows, Mac, Linux.",2
B008IFXQFU,Hemant,5,Nice Product & Product Packing also quite Good.,Reviewed in India on 8 June 2020,"Product is Quite Nice. i like this product. also Packing is very nice. very useful for using internet via this product.also received CD Drive with this product. i got this product in 2 days. Thank you Seller, Thanks Amazon..",1
B008IFXQFU,Samaresh Paul,5,Excellent product,Reviewed in India on 30 August 2020,"No doubt excellent, valuable, branded product, no worries for another 3 years.",1
B008IFXQFU,K. Rajesh Sundaram,2,Driver issues with Windows 10 and Digisol APs,Reviewed in India on 15 April 2018,Uses Realtek chipset. But has constant WiFi connectivity issues with DigiSol router. Also has issues with Windows 10 drivers. If you are using Digisol routers/AP stay away from this.,0
B008IFXQFU,Anand Gupta,1,Very Bad experience,Reviewed in India on 24 June 2020,"It's mentioned on the packet that it's provide Speed upto 150 MBPS but actually it's showing 2-3 MBPS on system while I have 50MBPS broadband connection. Also its not showing actual data speed. Very bad experience, it's foolish the customer.",0
B008IFXQFU,Prashant Katheriya,1,"Download speeds Only 20mbps , upload speed is Fine.",Reviewed in India on 28 July 2020,"BEWARE !!!! Download speeds only reaching 20mbps , wrong product description. Must not buy !!!",0
B008IFXQFU,Mr. SONU Kumar,5,Just go 4 it...,Reviewed in India on 16 August 2020,If you want to connect your PC or Laptop to h wifi connection ... Just go for it.. without any second thinking...Just 1 cons. Wifi router should be near or in same room. Not so far...,1
B008IFXQFU,Shashank,1,POS,Reviewed in India on 19 April 2020,Been using this for over 3 months now. Often gets disconnected and takes ages to connect back. The speed is unbearably controlled. Invest on other reliable and probably expensive wife routers and definitely not something as cheap as this one.,0
B008IFXQFU,Ahmed Mohamed Shokry,5,excellent,Reviewed in India on 31 May 2020,excellent product with excellent valuethanks for such a product,1
B008IFXQFU,Varun Jain,5,Great product,Reviewed in India on 4 December 2019,Works exactly as claimed.. very easy to use and install.. i used it on my godrej dvr to view the cams on my mobile..,1
B008IFXQFU,J,5,Good buy,Reviewed in India on 8 August 2020,TP-Link TL-WN725N is very useful for wifi racking have been using uptill date so go for it ..,1
B008IFXQFU,manohar,5,Best purchase of 2017,Reviewed in India on 26 September 2017,Working flawlessly and as expected since 20 days for 24hrs a day . Range is good and drivers were installed automatically on windows 7. Awsome product from tp-link.,1
B008IFXQFU,utkarsh,1,DATA PACKETS BEING DROPPED,Reviewed in India on 29 September 2019,"drops signals, data packets loss ,can't be detected in normal usage, but if you play online games, you will certainly feel the lag ocassionally because of data packets being dropped",0
B008IFXQFU,Amazon Customer,1,Totally useless product.,Reviewed in India on 6 July 2020,Do not spend any money on this product. It is sponsored and has paid reviews. It stopped working within 2 days and does not maintain the wifi-connectivity for more than 2 hours. Look for a more appropriate solution than TPLink.,0
B008IFXQFU,Phani Godavarthi,4,"Packet injection, monitoring mode",Reviewed in India on 25 July 2020,Its very useful device working with monitoring mode and packet injection. Very compatible with kali Linux.,1
B008IFXQFU,Flyingsailor5489,4,Good product,Reviewed in India on 1 September 2019,"It got spoiled in 2 days , but i got it replaced in warranty, but the replacement period was too long , and after i got it replaced its working nicely now.",1
B008IFXQFU,karthik.yn bharadwaj,5,Good product!,Reviewed in India on 30 July 2020,"Easy to use,compact design but speed doesn’t come as mentioned 300 mbps..my computer is next to WiFi router,my internet speed is 200mbps up and down but I get average of 60mbps up and down",1
B008IFXQFU,Amazon Customer,4,Good for the price but not that good,Reviewed in India on 29 July 2020,Its plug and play in Windows and Linux. Says Mac OS support on box but didn't test. Beware of the range before buying. It has only about 6-8 metres of range. Buy it only if you will stay close to the router.,1
B008IFXQFU,alakh,5,best for gaming,Reviewed in India on 3 July 2020,"if you are having problem with those mini wifi adapters , just buy this one , it has very good coverage and never dissconect randomly .  im 15 meter away from my router and still get same speed as ethernet cable .just buy this thing",1
B008IFXQFU,suresh J.,5,Plug and play and excellent range,Reviewed in India on 7 February 2018,"I thought i would need drivers for this, but windows detected it and started detecting wifi instantly absolutely no installation.Also i expected it to have a short range, but it works (and gets full signal) even if im far from router, its one of the best range ive seen in wireless adaptors. It also has a green indicator led built in inside the black housing.",1
B008IFXQFU,Amazon Customer,4,A WiFi and hotspot module,Reviewed in India on 5 December 2018,"It is easy to use.The only problem is installing with CD.The company should provide a cloud link from where we can download the software.The hotspot can be done by choosing any one of softwares like public WiFi, WiFi router etc.By default the desktop access wifi once after installing with CD",1
B008IFXQFU,KD,5,Product Review,Reviewed in India on 27 December 2017,"Just Got the Product today, was easy and quick to setup for me with all drivers. An no doubt the TP link Routers and Adapters are damn good. Getting a good range of my Wifi connect pretty much working dam awesome for me.",1
B008IFXQFU,Akshay Aks,4,TP-Link TL-WN722N V3 on KALI LINUX,Reviewed in India on 4 June 2020,TP-Link TL-WN722N V3The chipset inside is v2 rtl8188eusYes it supports1.monitoring mode2.packet injection3.AP modeWorking perfectly fine see attached images,1
B008IFXQFU,Kausik D.,5,Good Product. Recommended,Reviewed in India on 26 October 2019,Good Product. Easy to use. In case your computer is not responding. Check for drivers. It maybe missing. Using two of this for 3 months now. No issues at all. Planning to buy more in future,1
B008IFXQFU,Amazon Customer,5,Range is good more than 20 metres,Reviewed in India on 23 January 2017,works perfectly on my windows 10 desktop.  for people who are wondering if it will work on windows 10. It will work. install the driver from the cd.plug the wireless router. Done. Have been using it for a month. Range is good more than 20 metres. Never disconnects and if you care about aesthetics it looks cool too.,1
B008IFXQFU,Aditya,2,Don't buy if you're using linux,Reviewed in India on 10 August 2020,"If you're a windows user then this is a great product.Otherwise no matter what tp-link tells you, they have no dedicated drivers for linux. Their website just says ""driver will be released soon"". It's practically unusable in linux.",0
B008IFXQFU,Amrit Pal Goyal,5,Best Adapter I have seen yet,Reviewed in India on 25 March 2017,Best Adapter I have seen yet.The signal catching power is just awesome. It worth every penny I spent on it.I recommend people to buy this and see the excellent results of its performance.AMAZON you are the best.,1
B008IFXQFU,Amazon Customer,4,Good,Reviewed in India on 18 August 2020,"Good, yet to check the range of this, as there is no antenna, don't expect much.",1
B008IFXQFU,SUBHRAJIT SAHOO,5,Perfect for low Wifi signal places.,Reviewed in India on 21 September 2019,Perfect device as I wanted . From the router of my place I get signal of usual 7 to 8 Mbps with signal strength 40% but the device boosted the signal strength to 100% with speed of 23-24Mbps.,1
B008IFXQFU,Jonathan Joshua,4,I recommend this,Reviewed in India on 23 January 2018,The device works great. No complaints with while using it on my gaming machine. No lagg or delay in streaming videos or playing mmo's or Dota,1
B008IFXQFU,Amazon Customer,1,Didn't worth buying,Reviewed in India on 3 August 2020,"Didnt worked properly, internet connection on my laptop says 63mbps and by using this on my pc i got 3.8mbps at the same time😑",0
B008IFXQFU,Anwesha_amazon.in,4,Satisfied 👍,Reviewed in India on 8 October 2018,"Not recommended for long distance connectivity as in couldn't connect from around 30m distance. Installation took lots of time, had to download a brochure. Nonetheless, performance is good, quite fast.",1
B008IFXQFU,Sutirtha Datta,1,Poor performance,Reviewed in India on 6 August 2020,very poor performance. Totally unhappy.,0
B008IFXQFU,Flame Kaiser ,5,Amazing,Reviewed in India on 15 February 2019,I'm writing this review after two months and tp link mini wifi works like a charm so don't hesitate before buying this product just buy it.,1
B008IFXQFU,Minal,3,Okay,Reviewed in India on 21 September 2019,"Easy to use, easy to install, works great on my laptop, but it does not work on my desktop for which I ordered it.",2
B008IFXQFU,Shrikant Kate,5,Awesome affordable efficient Product,Reviewed in India on 5 October 2019,This product from TP-Link is amazing product. I bought it to connect WiFi on my Honda City Digipad 1.0 which works awesome. It's just plug and play. Need not install anything to use this devise. Thank you for timely delivery Amazon.,1
B008IFXQFU,Shravani,5,Great quality at amazon cost,Reviewed in India on 13 July 2020,"High quality product. It comes with was installation, although the CD took quite a time to read on my desktop. Highly recommended. It also comes with 3 years warranty*",1
B008IFXQFU,Balakrishnan,2,"Linux uses, check your kernel and gcc version",Reviewed in India on 13 July 2017,"If you use Linux with a kernel > 3.2, and gcc > 4.2, this takes some effort to get it right. Once detected, the product is good but the code base to build the kernel module is outdated and needs changes to build without errors. This must be added to the description, just saying Linux is supported doesn't make sense",0
B008IFXQFU,Mahesh K,5,TP-Link TL-WN822N N300 Wireless High Gain USB Adapter,Reviewed in India on 25 December 2018,I am really surprised with my wi-fi connectivity experience after started using TP-Link TL-WN822N N300 Wireless High Gain USB Adapter. I highly recommend this who do not have inbuilt Wi-Fi in their system instead of going to cheap adapters that are in the market (I myself threw away a Rs 600 adapter that I bought only 3 months back).,1
B008IFXQFU,.,5,Five Stars,Reviewed in India on 28 February 2017,very useful product and works with no issue . i live in hostel and for five rooms we had one router approx so my room was far so only signal strength was really very poor and this caused alot of frustration so i ordered this after my friend bought. i will say this solved my entire internet problem and now my i am getting full  strength signal and internet speed is awesome and very fast. you will get signal of wii fii of three floor above if any router or hotspot is on nearby your neighbour house so its interesting and great product .,1
B008IFXQFU,B Chaitanya,5,good signals,Reviewed in India on 26 April 2019,"The Wi-Fi signals in my room are weak, but with this I get better signals. Now disabled onboard Wi-Fi adapter and using it as primary",1
B008IFXQFU,Chaitanya Phadate,1,Worked fine just for 6 months,Reviewed in India on 11 November 2019,"Initially it was working fine, but after 6 months it started giving problems like frequent disconnections even though wifi had full range.. And after 14-15 months it completely stopped working",0
B008IFXQFU,Anand Vishwanadha,5,Works like a charm!,Reviewed in India on 30 July 2020,"An excellent product...through and through, I am a little disappointed with the WiFi signal strength, but I think that is mostly because of the distance at which the router is...everything else is perfect!Thank you Amazon!",1
B008IFXQFU,Amazon Customer,3,"Technically good, but bulky form factor led to damage",Reviewed in India on 31 October 2016,"Giving a low rating only because of form factor - sticks out from the side so much that when I left it in, it got bent due to awkward placement of the laptop. Became useless after that and had to get another smaller tp-link product that sits much closer to the edge of the laptop to not repeat the damage. Might work well for people that remove it after each use or who are a bit more careful with moving the laptop around :-)",2
B008IFXQFU,Apu,5,Best adapter available,Reviewed in India on 4 August 2017,"It's the best wireless usb adapter.. Bang on moneyI was having issues with my desktop internal adapter, range problems.. Now all fine.. Exactly give me speed as per my broadband plan.. Stable connection",1
B008IFXQFU,Bhavin,4,Value for money product,Reviewed in India on 31 January 2020,This wifi dongle will come handy incase your old system/laptop stops responding to wifi card due to technical upgrade or OS issue.Simply just plug & play this dongle and you are all good with your system for work.,1
B008IFXQFU,ysh,4,Best in this price,Reviewed in India on 9 August 2019,"Range is a issue for this, but it performs well within the range, also its easy to install.My windows automatically detected it and installed the driver in the first time itself.",1
B008IFXQFU,Shubham Patel,5,Awesome...,Reviewed in India on 5 November 2019,i am using it last 1 year running very well now also.Quality is Good. looking wise it's very nice.And connectivity is also very fast.,1
B008IFXQFU,Punit Taank,5,Works Fantastic,Reviewed in India on 7 September 2020,It works as it should be. Tough the reciving range is not so good but decent. Works well but sometimes it disconnects. Most of the time it works like a charm.,1
B008IFXQFU,DankDude68.9,5,Simple and Works,Reviewed in India on 16 March 2019,"Bought this since my OS did not support the native wifi card. It works, and has a decent pickup range. For the dirt cheap price you can get this for, it's a good buy.Does not require any drivers or the like, just plug and play, works on pretty much everything.",1
B008IFXQFU,Amazon Customer,1,Got defected model... Can't return it,Reviewed in India on 25 July 2020,"Can't even detect my wifi signal on my pc, I see all the other wifis in my locality except mine. I connect to my home wifi easily on my laptop. Some manufacturing defect or I don't know what. Can't return, only exchange so 1 star.",0
B008IFXQFU,Swarup Som,5,Good product,Reviewed in India on 31 March 2019,Good useful product that I use to connect my desktop with the Broadband. The router is in a different room and this makes it easier,1
B008IFXQFU,Anirudha,5,After months of wasting my money on horrible broadband connection,Reviewed in India on 8 January 2018,"After months of wasting my money on horrible broadband connection, I finally unsubscribed from the service and decided to give JioFi a try. This device certainly helped me in that transition and I'm loving it.",1
B008IFXQFU,Avijit Roy,5,Best WiFi adapter in low budget with 3 yrs warranty,Reviewed in India on 30 November 2017,"Working properly for me in both windows 10 & 7. Using it for nearly one month. There are no driver required for windows 10 but you have to install the driver for windows 7. For Ubuntu the driver software is not available in installation CD, you have to download it separately from TP Link website.",1
B008IFXQFU,Mr Nitin Kadam,2,Stops working after 2-3 months,Reviewed in India on 28 January 2020,The product worked well for first 3 months. Now it stops working intermittently.Currently trying various methods to get it working.,0
B008IFXQFU,Nitesh,5,TP-Link is the best,Reviewed in India on 8 July 2020,I am using it since 2016 and it performed excellent. I have ordered the same model again for one of my other device.Thankyou Amazon and TP-Link.,1
B008IFXQFU,Alex J.,1,Poor Speeds,Reviewed in India on 2 August 2019,Product is plug and play but gives very poor speeds.I have installed it on my PC just two rooms away (two walls in between) and I average between 2 - 4 Mbps only.,0
B008IFXQFU,Bazi Paleri,5,Satisfied with the Product,Reviewed in India on 16 July 2020,It does it's job pretty well. easy to use. Plug and play. No software installation required since windows 10 is having already installed drivers. Very useful for PC to access WiFi networks.,1
B008IFXQFU,GUDAKESH K.,5,Best product to make wireless desktop,Reviewed in India on 21 June 2020,Best product to make wirless desktop.Just plug the device and install the driver then connect desktop to wifi .,1
B008IFXQFU,Dhruba Nag,4,Easy and simple.,Reviewed in India on 28 July 2020,"Simple, Plug and Play. Gets the job done. Comes with a software disc. Reliable but the receiver range is less, as compared to inbuilt WiFi receivers such as in Laptops. Definitely recommend if the price is below Rs. 500.",1
B008IFXQFU,Amit Kumar Khandelwal,5,Average product,Reviewed in India on 26 September 2017,"Plug and play works with linux systems as well. However, sometimes the speed is low which you can confirm by transferring data on local network wirelessly",1
B008IFXQFU,Sriram,4,Good to go for day to day use.,Reviewed in India on 19 November 2018,"This a good product for everyday use. In an office environment it can get great speed up to a distance of 12m as long as there are not many walls in the way.Its easy to use due to its plug and play system, unlike other devices that i have tired before.",1
B008IFXQFU,Bharath,5,Compact and Value for money,Reviewed in India on 17 December 2015,Have been using this for the past 2 months. No issues so far . The Internet connection in my house is 50Mbps optic fiber line.  But my 5 yrs old Dell laptop has 150 series inbuilt wireless receiver.  So it can only use 20Mbps of upload/download speeds . So I got this TP-link WiFi receiver and problem solved. Now getting speeds up to 50Mbps. The wireless range also seems to be better than the inbuilt wireless receiver.,1
B008IFXQFU,Mshah,5,Small but amazingly powerful!,Reviewed in India on 25 June 2020,"Worked wonders on my laptop which otherwise did not catch the WIFI signal even if I sat right next to the router. Thanks to this, I have flawless internet connectivity on my laptop in all the rooms at my place.",1
B008IFXQFU,Tejas b.,4,Great but check while buying cause amazon only has US version available,Reviewed in India on 7 September 2020,Best wifi adapter for a reason...however i cant use it as it doesn't support the channel level of my device.  By mistake amazon sent me the US  version twice inspite of the replacement. Still a worthy product.,1
B008IFXQFU,Vikram M,4,Cool gadget - must have!!,Reviewed in India on 28 July 2017,"Company provided good packaging to this tiny gadget.Plug n play device, I used it with windows 10 on my pc & it was so quick to connect to the wifi.Must buy.Quick delivery from Amazon. Thanks to that as well",1
B008IFXQFU,Abhishek,5,Great 👌🌟,Reviewed in India on 9 July 2020,Good if you want to use wifi in your desktop pc.WiFi signal is good and easy to connect 👌,1
B008IFXQFU,Soumya,5,Nice product.,Reviewed in India on 3 December 2016,"I have purchased it on the basis of Customer's rating, Yes it is good one, and no doubt about Customers' reviews. Thank to Customers' review.And also Thank to Amazon, for sold it at lower price.",1
B008IFXQFU,Gunjan Suri,5,Perfect for Home & Office use. Good product.,Reviewed in India on 28 May 2020,Great product. I tried couple of other wi fi adapters before this one but they didn't work well.This TP Link is working reallly well. Just plug and play. Easy to connect and holds stable connection.,1
B008IFXQFU,Harsh Rawat,4,Easy to use,Reviewed in India on 31 May 2019,"The wifi range is not good. It takes time to search for hotspots and sometimes shows the nonavailable ones, confusing me.",1
B008IFXQFU,Amazon Customer,5,Good speed,Reviewed in India on 12 July 2020,Earlier I'm so frustrated with my laptop Wi-Fi speed but now tp-link provide very satisfying Wi-Fi internet speed.,1
B008IFXQFU,I T,5,A very good product,Reviewed in India on 8 August 2020,"Very good product. Durability will be known with time, but about 4 years ago, I purchased TP link router n it’s still working fine. So, I guess this one too will last long",1
B008IFXQFU,kaushik,1,Not working after 2 months if using,Reviewed in India on 26 August 2020,Worst product.....If I can give no star for it I will gladly give...It's not working after 2months of usage.Not reliable at all..,0
B008IFXQFU,Hazaldo,5,Good Product,Reviewed in India on 1 August 2020,"Those who r Interested in Wifi Hacking , this is the best product for them at very cheap price & yes it supports Packet Injection and monitor mode also ...and even WiFi signal is also good",1
B008IFXQFU,Honest Reviews,5,Don't think just buy it,Reviewed in India on 21 February 2018,By far one of my best purchases on AMAZON.Best device to access your WIFI-router from your old PCHassle-free installation.Verdict: Go for it before it runs out of stock,1
B008IFXQFU,Gopal Ghosh,4,Good product but have some defects,Reviewed in India on 6 May 2018,Works really well but getting some problem with the computer logo in the notification it does not showing the logo of connection or signal but it connects to your pc and works fine,1
B008IFXQFU,Amazon Customer,2,Signal and speed is too low.,Reviewed in India on 28 August 2020,Very simple to use but the performance is sub par for 500 rupees.,0
B008IFXQFU,Amazon Customer,5,Very good product,Reviewed in India on 28 February 2020,I am using this  to connect my PC  to internet through my mobile.  Though wifi signal strength is low and my mobile kept far from PC (about 50ft distance) I could browse internet hassle free.,1
B008IFXQFU,chintak Dalal,5,Great product,Reviewed in India on 22 July 2020,"It's the perfect product if your laptop's inbuilt wifi receiver is causing you problems. The WiFi signal stength is decent, it's definitely easy to use, just follow instructions given in the manual",1
B008IFXQFU,Jayesh,3,Best under the price.Signal reception should have been better.,Reviewed in India on 30 August 2020,Does the job it is made for but signal rexeption should be a little better.,2
B008IFXQFU,Sayan,5,Works and Suitable for Kali Linux,Reviewed in India on 23 July 2020,"It works fine with kali linux , monitor mood and packet injection available",1
B008IFXQFU,Kingshuk Chakraborty,4,Good and reliable,Reviewed in India on 21 April 2019,Easy to use with the help of provided driver CDThe connection and browsing speed is very goodBut download speed is quite slow compared to wired tetheringGood one for it for Rs.499Go for itIt's from a trusted brand like tp-linkLoved it,1
B008IFXQFU,Ethan,5,... this is the one of the most trusted and best product in the world,Reviewed in India on 4 February 2018,without a doubt this is the one of the most trusted and best product in the world...iam saying this because i never give feed back right after i bought something because i'll test them for a long period of time then i'll give feedback and trust me this is an awesome product and just go for it. cheers.. :),1
B008IFXQFU,Arthur,5,Awesome,Reviewed in India on 19 July 2020,Product is very nice. Appario seller services also good thank you Amazon.,1
B008IFXQFU,Simha S P,4,Review,Reviewed in India on 16 December 2019,"If you are constantly experiencing wifi issues, uninstalling and reinstalling drivers for wifi connectivity frequently, this device comes to you as a blessing.",1
B008IFXQFU,Dr Nitin Rehdu,2,poor performance for me,Reviewed in India on 29 July 2019,"may be it was faulty, continuously getting disconnected automatically, and never getting connected again, unless plug out and do again.",0
B008IFXQFU,Rishikesh Kumar Singh,5,Excellent product .. easy to use and fastest internet speed ...,Reviewed in India on 7 August 2020,Excellent product .. easy to use and fastest internet speed ... solved my WiFi connectivity problem that was with the in built WiFi adapter👌😊 Thanks Amazon for quick delivery ✋,1
B008IFXQFU,Rajesh Gandla,5,plug and play for windows 10,Reviewed in India on 25 July 2020,Felt a little bit pricey. But working great. satisfied with the product.,1
B008IFXQFU,satya nagendra kumar,5,Good Product...,Reviewed in India on 11 February 2020,Its Very Excellent Catch The Wifi Signals...you Must buy This Product..Superb Performance.,1
B008IFXQFU,MR.GAUTAM PRASAD TALUKDAR,3,Installation tough.,Reviewed in India on 7 March 2020,Installation system is hard. Not easy process for all. Anyway item is not bad.,2
B008IFXQFU,prasanna,4,GO FOR IT,Reviewed in India on 13 September 2019,This one's the best in this price... I've been getting the same speed as that of using LAN cable which I've been using earlier...i can't comment on it's range aa my pc is next to the router....Easy installation with the provided disk... Overall a good product,1
B008IFXQFU,Sanooj,5,Very nice product... You must buy it...,Reviewed in India on 12 June 2020,Nice product.... Very easy to use...But i think it is too small...that is not a problem...It is working on a highspeed itself...It is very good,1
B008IFXQFU,Neeraj Sangani,5,Works on my old Macbook (Mid-2009),Reviewed in India on 31 January 2019,"My really old macbook (mid-2009), wifi hardware had stopped working. I didn't want to invest more, so tried this adapter. Works like a charm. I have dual boot windows on my macbook as well and worked there as well flawlessly. Would definitely recommend.Make sure you install driver from tp-link and then it should work.",1
B008IFXQFU,ravindra,1,Worst product,Reviewed in India on 5 June 2020,Worst product...do not connect even after trying for 10-20 times...do not buy this product,0
B008IFXQFU,Elango,4,TL- WN725N,Reviewed in India on 2 July 2020,So far so good..tiny piece solved my wifi problem on desktop.,1
B008IFXQFU,Amazon Customer,5,Worthy Purchase,Reviewed in India on 10 July 2020,Driver is not recognized from device in windows 7 system. But CD support provided. Driver installed successfully.working as expected.,1
B008IFXQFU,Shailey  Ansari,4,Value for money.,Reviewed in India on 3 July 2015,"No issues in installation. Probably be at least six months or more since I am using it no issues so far.And just for you know,  I am using it in my office where my PC shuts down only for about a day in a month or so.I have started trusting TP-Link as a networking brand.",1
B008IFXQFU,Prashant Mishra,5,Great rang,Reviewed in India on 31 October 2018,"This is the best for me. It's rang is maine blowing normal adapter wifi rang is not so good but this adapter rang is great, and It is comes with wps button.",1
B008IFXQFU,Arya,3,Great product,Reviewed in India on 11 September 2020,"It's really good and small in size to fit and carry, but installation part was a bit confusing, and the disk that came along.",2
B008IFXQFU,Amazon Customer,4,Product is good and value for money.,Reviewed in India on 5 September 2020,The product is good and easy to install. Its speed also good. I am writing this after use it for 2month.,1
B008IFXQFU,Ashutosh Bhardwaj,5,Just Plug and start super easy,Reviewed in India on 22 July 2020,"One day delivery, just plugged to my fedora machine and started working fine.Very useful. I am using my mobile hotspot with jio network and this device helped to connect my pc.No latency, works superb.",1
B008IFXQFU,Deepak,2,Not plug and play,Reviewed in India on 11 October 2019,I was able to instal it on my laptop easily but it took me 4 days to make it work on my desktop pc. There was no online tutorial regarding troubleshooting but fortunately I managed to find a way to make it work while randomly playing with its settings.,0
B008IFXQFU,Sapna,2,Distance issue,Reviewed in India on 1 September 2020,Product is gd enough but problem is about distance. U have to sit near within 1 meter only.if u go from hall to bedroom....range get  cut off...,0
B008IFXQFU,Saurabh Behere,3,good product BUT,Reviewed in India on 27 August 2020,it failed to detect in the Laptop purchased from U. A. E. region.So there could be some compatibility issues related to this device.,2
B008IFXQFU,Skynet,5,Best if you share your router with a lot of people (hostel),Reviewed in India on 26 December 2018,"Build quality could have been better but it still feels solid and sleek, got the latest vesion 5 so no kali linux support.For windows just awesome and really keeps the network at a steady rate without fluctating.",1
B008IFXQFU,Lakshay,5,Best product from tp Link,Reviewed in India on 23 July 2020,"Best product go for it , it's connectivity is too good just loved it don't buy any other product for Windows",1
B008IFXQFU,Amit Aher,5,Very nice product.,Reviewed in India on 29 December 2015,Affordable. GOOD QUALITY. works fine. But  s/w utility does not supports windows 8.1/10 so hotspot can't created. But it is good for windows xp/vista/7/(may be 8). You can use other virtual hotshot creating s/ws like OSTOTO any many others. I like product. Thanks to Amazon.in,1
B008IFXQFU,Mrugesh Walimbe,1,Does not work properly,Reviewed in India on 10 August 2020,Does not pick wifi signal.....frequently disconnects....had confidently thrown away package so could not return....bought iball from local shop which is working reliably in the same environment.,0
B008IFXQFU,Deven,5,Good!!,Reviewed in India on 7 August 2020,Works as expected. Signal range is quite impressive and very easy to use. Quality is above average.,1
